record_time_perf,tap_number,frame_age_ms,t_read_total_ms,t_frameacq_ms,t_getts_ms,t_frameconv_ms,detect_time_ms,frames_folder,timestamp_perf_counter,latency_ms,match_dt_ms
1038.102208293,84,1.304359,1.789081,1.537809,0.00568,0.241395,4.649012,run_tableB_20250811_162552/frames/trial_0084_20250811_162720,1038.1067171,13.0,4.508806999865556
1039.021511525,85,0.322989,1.922794,1.641173,0.0056,0.27056,3.358669,run_tableB_20250811_162552/frames/trial_0085_20250811_162721,1039.027977761,9.0,6.46623600005114
1039.96459139,86,0.997911,1.625343,1.4644,0.003677,0.154151,3.415637,run_tableB_20250811_162552/frames/trial_0086_20250811_162722,1039.969421923,9.0,4.830533000131254
1040.991060696,87,0.306007,2.035445,1.719641,0.004668,0.305857,3.915179,run_tableB_20250811_162552/frames/trial_0087_20250811_162723,1040.994771999,6.0,3.7113030000455183
1041.968865211,88,1.085385,0.480636,0.292501,0.006051,0.177344,4.108362,run_tableB_20250811_162552/frames/trial_0088_20250811_162724,1041.973431928,12.0,4.566716999988785
1043.043709932,89,0.590021,1.700104,1.483666,0.003797,0.209825,3.429662,run_tableB_20250811_162552/frames/trial_0089_20250811_162725,1043.048090538,15.0,4.380606000040643
1044.037620847,90,0.570525,1.752853,1.555701,0.003466,0.189127,3.330276,run_tableB_20250811_162552/frames/trial_0090_20250811_162726,1044.041437991,11.0,3.8171440000951407
1045.106545051,91,0.673259,1.830219,1.58707,0.007063,0.231456,3.628998,run_tableB_20250811_162552/frames/trial_0091_20250811_162727,1045.112975199,15.0,6.430147999935798
1046.144929224,92,1.378277,1.670999,1.45444,0.004869,0.207261,3.404525,run_tableB_20250811_162552/frames/trial_0092_20250811_162728,1046.149475832,13.0,4.54660800005513
1047.175850431,93,0.163418,1.680026,1.467124,0.003126,0.20693,3.321028,run_tableB_20250811_162552/frames/trial_0093_20250811_162729,1047.180127189,12.0,4.2767579998326255
1048.626116288,94,1.843845,1.774874,1.551433,0.008125,0.210176,3.694972,run_tableB_20250811_162552/frames/trial_0094_20250811_162730,1048.633053038,18.0,6.936750000022585
1049.64684574,95,0.273956,1.965833,1.679805,0.004578,0.278585,3.344682,run_tableB_20250811_162552/frames/trial_0095_20250811_162731,1049.650827162,13.0,3.981422000151724
1050.685948349,96,1.529412,1.65068,1.491229,0.006853,0.14867,3.346276,run_tableB_20250811_162552/frames/trial_0096_20250811_162732,1050.690753683,10.0,4.805333999911454
1051.7004421,97,1.321659,1.620964,1.343551,0.010199,0.262435,4.676902,run_tableB_20250811_162552/frames/trial_0097_20250811_162734,1051.705745191,13.0,5.303091000087079
1052.766909329,98,0.496856,1.779832,1.561762,0.003607,0.211118,3.578803,run_tableB_20250811_162552/frames/trial_0098_20250811_162735,1052.770896941,12.0,3.987611999946239
1053.799632079,99,1.451225,1.653245,1.483846,0.004859,0.160141,3.266634,run_tableB_20250811_162552/frames/trial_0099_20250811_162736,1053.805781685,12.0,6.149606000008134
1054.857815043,100,1.487443,2.133959,1.915078,0.011311,0.200608,3.724568,run_tableB_20250811_162552/frames/trial_0100_20250811_162737,1054.8628672,13.0,5.05215699990913
1055.811270738,101,1.848743,1.487351,1.257829,0.006793,0.21746,3.436575,run_tableB_20250811_162552/frames/trial_0101_20250811_162738,1055.81577274,12.0,4.502001999981076
1056.83962666,102,2.043991,1.652022,1.51802,0.003677,0.12746,3.356011,run_tableB_20250811_162552/frames/trial_0102_20250811_162739,1056.844217299,13.0,4.590639000070951
