# Logging started at 2025-08-06 14:11:31
# Device: A15_gpu
# Baud Rate: 115200
# Method: raw
# Frequency: 200
# Threshold: 80
# Pd Delay: 3
# Output Method: aux_speaker

1754503911.7552972, 37 ms
1754503912.0259383, 21 ms
1754503912.3336658, 17 ms
1754503912.6390169, 14 ms
1754503912.9691253, 15 ms
1754503913.3184571, 18 ms
1754503913.6546397, 13 ms
1754503914.004261, 11 ms
1754503914.3488972, 14 ms
1754503914.6847875, 12 ms
1754503915.0485904, 18 ms
1754503915.4058993, 13 ms
1754503915.7686207, 15 ms
1754503916.1337042, 16 ms
1754503916.4995575, 14 ms
1754503916.8589063, 14 ms
1754503917.2289798, 14 ms
1754503917.5841055, 10 ms
1754503917.9136913, 14 ms
1754503918.2590442, 12 ms
1754503918.629132, 16 ms
1754503918.9838681, 12 ms
1754503919.3448172, 11 ms
1754503919.7387257, 12 ms
1754503920.1343234, 14 ms
1754503920.5237951, 16 ms
1754503920.9384456, 16 ms
1754503921.3242779, 12 ms
1754503921.7440066, 16 ms
1754503922.1338704, 16 ms
1754503922.513852, 12 ms
1754503922.8886948, 11 ms
1754503923.2436507, 12 ms
1754503923.6194868, 14 ms
1754503923.9733977, 17 ms
1754503924.3336616, 11 ms
1754503924.70909, 11 ms
1754503925.0691164, 14 ms
1754503925.4187589, 17 ms
1754503925.7690973, 17 ms
1754503926.1195006, 15 ms
1754503926.4742866, 16 ms
1754503926.8247273, 13 ms
1754503927.1538615, 17 ms
1754503927.5039148, 19 ms
1754503927.8339, 16 ms
1754503928.163807, 16 ms
1754503928.5688643, 18 ms
1754503928.9533734, 17 ms
1754503929.3534026, 16 ms
1754503929.733389, 15 ms
1754503930.0986528, 9 ms
1754503930.4688103, 7 ms
1754503930.829112, 9 ms
1754503931.2036443, 16 ms
1754503931.5437212, 10 ms
1754503932.29525, 9 ms
1754503932.7336512, 13 ms
1754503933.1384153, 13 ms
1754503933.5338695, 9 ms
1754503933.9339054, 13 ms
1754503934.3237717, 12 ms
1754503934.7288246, 13 ms
1754503935.1285665, 15 ms
1754503935.5136764, 12 ms
1754503935.8891165, 11 ms
1754503936.2647433, 13 ms
1754503936.6142483, 9 ms
1754503937.313655, 11 ms
1754503937.6989415, 15 ms
1754503938.0888402, 14 ms
1754503938.493875, 17 ms
1754503938.8936381, 10 ms
1754503939.31364, 13 ms
1754503939.7289417, 10 ms
1754503940.1384373, 13 ms
1754503940.5190475, 11 ms
1754503940.9247794, 11 ms
1754503941.3133786, 15 ms
1754503941.6989489, 7 ms
1754503942.4784799, 14 ms
1754503942.8837636, 13 ms
1754503943.3039904, 16 ms
1754503943.7189922, 13 ms
1754503944.1088226, 11 ms
1754503944.4933915, 15 ms
1754503944.8794768, 11 ms
1754503945.2435353, 11 ms
1754503945.6196735, 9 ms
1754503946.0059285, 12 ms
1754503946.4434884, 19 ms
1754503946.8934674, 19 ms
1754503947.3338938, 17 ms
1754503947.7637658, 10 ms
1754503948.1837711, 10 ms
1754503948.5837922, 7 ms
1754503949.0037954, 9 ms
1754503949.4088264, 9 ms
1754503950.833684, 10 ms
1754503951.2037578, 7 ms
1754503951.5635312, 10 ms
1754503952.3434904, 11 ms
1754503952.7987068, 16 ms
1754503953.2733855, 17 ms
1754503953.7136166, 14 ms
1754503954.1248405, 15 ms
