timestamp,internal_latency_total,latency_processing
1753302604.9257185,0.01114964485168457,0.007329702377319336
1753302605.2467597,0.00929570198059082,0.006414890289306641
1753302605.5320141,0.013149738311767578,0.00960087776184082
1753302605.7927752,0.010872602462768555,0.0076618194580078125
1753302606.0596633,0.014938116073608398,0.010483980178833008
1753302606.353348,0.011392354965209961,0.007448434829711914
1753302606.7464774,0.012749910354614258,0.0075457096099853516
1753302607.152336,0.009155988693237305,0.004595518112182617
1753302607.5542307,0.012818574905395508,0.011786460876464844
1753302607.9272335,0.010933637619018555,0.006061553955078125
1753302608.2975597,0.010367631912231445,0.007291316986083984
1753302608.6731536,0.006725788116455078,0.005307674407958984
1753302609.0701938,0.0096435546875,0.006385087966918945
1753302609.5446255,0.009252071380615234,0.004873991012573242
1753302610.0697215,0.013744115829467773,0.009531021118164062
1753302610.608797,0.0062274932861328125,0.004142284393310547
1753302611.176319,0.010076522827148438,0.007074832916259766
1753302611.7158632,0.0068454742431640625,0.00522160530090332
1753302612.24486,0.007567405700683594,0.0044307708740234375
1753302612.7570155,0.00985097885131836,0.008501052856445312
1753302613.318964,0.016417503356933594,0.012545585632324219
1753302613.993216,0.008491277694702148,0.004594564437866211
1753302614.3898776,0.007391214370727539,0.00451970100402832
1753302614.799785,0.009275436401367188,0.0066149234771728516
1753302615.2181785,0.010690450668334961,0.007819652557373047
1753302615.6313443,0.013451814651489258,0.010184288024902344
1753302616.0855646,0.009611129760742188,0.006388187408447266
1753302616.5415514,0.013581991195678711,0.006722688674926758
1753302616.984252,0.016438961029052734,0.011905193328857422
1753302617.4023898,0.010783195495605469,0.0069391727447509766
1753302617.8275356,0.018636226654052734,0.012904882431030273
1753302618.2824054,0.010843753814697266,0.008687973022460938
1753302618.7317927,0.009783267974853516,0.006889820098876953
1753302619.1899517,0.012101411819458008,0.006770610809326172
1753302619.6479127,0.009255170822143555,0.006634950637817383
1753302620.0965364,0.01437830924987793,0.010346651077270508
1753302620.5199115,0.015006780624389648,0.012085437774658203
1753302620.9294434,0.013506889343261719,0.009715557098388672
1753302621.3449504,0.009945392608642578,0.006883382797241211
1753302621.7462425,0.014816999435424805,0.01150059700012207
1753302622.1552477,0.012829065322875977,0.010448455810546875
1753302622.551501,0.011252403259277344,0.008219480514526367
1753302622.98129,0.007275819778442383,0.0044994354248046875
1753302623.409485,0.01050710678100586,0.008008003234863281
1753302623.8617213,0.011663675308227539,0.009470701217651367
1753302624.247833,0.008946657180786133,0.005942821502685547
1753302624.600428,0.007141828536987305,0.0058441162109375
1753302624.980356,0.00900125503540039,0.006151676177978516
1753302625.356064,0.012517690658569336,0.00840306282043457
1753302625.7846508,0.015522956848144531,0.0077855587005615234
1753302626.2470205,0.011161327362060547,0.008044242858886719
1753302626.7320495,0.014054536819458008,0.01024770736694336
1753302627.1300747,0.00956106185913086,0.006028890609741211
1753302627.5926259,0.010479927062988281,0.007920265197753906
1753302628.006115,0.009954214096069336,0.006279468536376953
1753302628.4319515,0.009369611740112305,0.006579875946044922
1753302628.8357716,0.018023014068603516,0.005956888198852539
1753302629.2554786,0.013590097427368164,0.010177373886108398
1753302629.621306,0.014106988906860352,0.00994729995727539
1753302630.0303836,0.009354591369628906,0.005822420120239258
1753302828.7739897,0.007681608200073242,0.00421452522277832
1753302865.322004,0.007900476455688477,0.004292488098144531
1753302875.337355,0.007198333740234375,0.004381656646728516
1753302875.836606,0.010178804397583008,0.0056955814361572266
1753302877.4726968,0.009096384048461914,0.006232738494873047
1753302881.9557512,0.008693456649780273,0.005177021026611328
1753302899.519478,0.010015249252319336,0.005808115005493164
1753302899.5829308,0.010315418243408203,0.006640911102294922
1753302899.9128416,0.009507179260253906,0.005766868591308594
1753302900.35065,0.006613969802856445,0.0032095909118652344
1753302900.7068892,0.0076711177825927734,0.004172325134277344
1753302901.0404425,0.0076258182525634766,0.0037119388580322266
1753302901.4726686,0.006060600280761719,0.003635406494140625
1753302901.8277388,0.005927085876464844,0.0035467147827148438
1753302902.2023377,0.007695198059082031,0.003947257995605469
1753302902.608205,0.007970571517944336,0.0036551952362060547
1753302902.9845448,0.007502317428588867,0.0037391185760498047
1753302903.3450477,0.005750417709350586,0.003825664520263672
1753302903.6976757,0.007769107818603516,0.0038793087005615234
1753302903.998262,0.005891323089599609,0.0029604434967041016
1753302904.3515673,0.005816221237182617,0.0028760433197021484
1753302904.687666,0.008079290390014648,0.004919290542602539
1753302905.0069888,0.011536598205566406,0.00778651237487793
1753302905.3146558,0.008634805679321289,0.0057947635650634766
1753302905.6444826,0.00944066047668457,0.005895137786865234
1753302905.9439888,0.009027242660522461,0.005699872970581055
1753302906.265935,0.010155439376831055,0.00595545768737793
1753302906.8063362,0.00934147834777832,0.00564885139465332
