# Logging started at 2025-07-21 16:37:36
# Device: A15
# Baud Rate: 115200
# Method: raw
# Frequency: 200
# Threshold: 90
# PD Delay: 3
# Output Method: aux_speaker

2025-07-21 16:37:39, 14 ms
2025-07-21 16:37:40, 30 ms
2025-07-21 16:37:40, 21 ms
2025-07-21 16:37:42, 24 ms
2025-07-21 16:37:48, 22 ms
2025-07-21 16:38:03, 37 ms
2025-07-21 16:38:03, 18 ms
2025-07-21 16:38:04, 27 ms
2025-07-21 16:38:05, 28 ms
2025-07-21 16:38:05, 22 ms
2025-07-21 16:38:08, 18 ms
2025-07-21 16:38:09, 19 ms
2025-07-21 16:38:09, 21 ms
2025-07-21 16:38:10, 19 ms
2025-07-21 16:38:11, 24 ms
2025-07-21 16:38:11, 24 ms
2025-07-21 16:38:14, 20 ms
2025-07-21 16:38:15, 20 ms
2025-07-21 16:38:15, 20 ms
2025-07-21 16:38:16, 17 ms
2025-07-21 16:38:17, 24 ms
2025-07-21 16:38:17, 27 ms
2025-07-21 16:38:18, 21 ms
2025-07-21 16:38:19, 19 ms
2025-07-21 16:38:19, 24 ms
2025-07-21 16:38:20, 18 ms
