record_time_perf,tap_number,frame_age_ms,t_read_total_ms,t_frameacq_ms,t_getts_ms,t_frameconv_ms,detect_time_ms,frames_folder,timestamp_perf_counter,latency_ms,match_dt_ms
77787.293572645,92,0.472498,1.532211,0.997095,0.004428,0.52641,3.704344,run_tableB_20250812_173628/frames/trial_0092_20250812_173804,77787.301012441,7.0,7.439796012477018
77788.258919961,93,1.765619,1.885194,1.73922,0.003697,0.138911,2.724822,run_tableB_20250812_173628/frames/trial_0093_20250812_173805,77788.266413507,8.0,7.493545999750495
77789.241748218,94,1.481335,1.790525,1.653559,0.002715,0.131236,3.314601,run_tableB_20250812_173628/frames/trial_0094_20250812_173806,77789.250467338,11.0,8.719120000023395
77790.173085129,95,1.132198,1.908198,1.234691,0.002094,0.664719,3.361078,run_tableB_20250812_173628/frames/trial_0095_20250812_173807,77790.180574367,13.0,7.489237992558628
77791.085056115,96,1.722598,1.795986,1.247546,0.002665,0.543171,2.887599,run_tableB_20250812_173628/frames/trial_0096_20250812_173808,77791.095177321,14.0,10.121205996256322
77791.974445561,97,0.535246,1.814781,1.558951,0.004438,0.248067,2.728309,run_tableB_20250812_173628/frames/trial_0097_20250812_173809,77791.980989913,10.0,6.544351999764331
77792.923183293,98,0.865547,1.761982,1.528733,0.003247,0.226676,2.902686,run_tableB_20250812_173628/frames/trial_0098_20250812_173810,77792.930811462,11.0,7.628169012605213
77793.81379671,99,0.43653,1.309492,1.050144,0.003356,0.252635,2.871618,run_tableB_20250812_173628/frames/trial_0099_20250812_173811,77793.821102103,13.0,7.305392995476723
77794.768587009,100,1.208933,1.8302,1.653158,0.002495,0.171412,3.0166,run_tableB_20250812_173628/frames/trial_0100_20250812_173812,77794.775867796,16.0,7.2807869873940945
77795.741366937,101,0.982838,1.689345,1.512464,0.003476,0.168978,2.987556,run_tableB_20250812_173628/frames/trial_0101_20250812_173813,77795.750207335,14.0,8.840398004394956
77796.637611039,102,0.620146,1.731635,1.542169,0.004118,0.181892,2.852061,run_tableB_20250812_173628/frames/trial_0102_20250812_173814,77796.645637026,12.0,8.02598700101953
77797.561483438,103,1.121068,1.941499,1.695167,0.003637,0.23938,2.73414,run_tableB_20250812_173628/frames/trial_0103_20250812_173815,77797.570224059,15.0,8.740621007746086
77798.419353983,104,0.164409,1.932724,1.636987,0.003346,0.289665,2.94706,run_tableB_20250812_173628/frames/trial_0104_20250812_173816,77798.42641666,9.0,7.06267700297758
77799.323248236,105,1.696159,1.789664,1.650482,0.002475,0.133932,3.018895,run_tableB_20250812_173628/frames/trial_0105_20250812_173816,77799.330783581,14.0,7.535344993812032
77800.186942539,106,1.141426,1.730302,1.543732,0.002525,0.181051,2.917464,run_tableB_20250812_173628/frames/trial_0106_20250812_173817,77800.195563205,15.0,8.620665990747511
77801.104109493,107,0.753957,1.758165,1.616469,0.002845,0.136296,2.756572,run_tableB_20250812_173628/frames/trial_0107_20250812_173818,77801.110803446,10.0,6.693953007925302
77801.957418403,108,1.003076,1.684116,1.541357,0.002605,0.137368,2.972918,run_tableB_20250812_173628/frames/trial_0108_20250812_173819,77801.965706984,10.0,8.288580997032113
77803.076091107,109,1.62279,1.822316,1.666322,0.003106,0.149621,2.9368,run_tableB_20250812_173628/frames/trial_0109_20250812_173820,77803.085454328,16.0,9.363221004605291
77803.92782157,110,0.435909,1.830541,1.657636,0.002776,0.166963,3.031829,run_tableB_20250812_173628/frames/trial_0110_20250812_173821,77803.935570246,12.0,7.748675998300314
77804.820598434,111,0.450507,1.810534,1.637949,0.002796,0.166352,2.894602,run_tableB_20250812_173628/frames/trial_0111_20250812_173822,77804.830266759,15.0,9.668325001257472
77805.705127573,112,1.758295,1.836693,1.693583,0.002375,0.138099,2.742436,run_tableB_20250812_173628/frames/trial_0112_20250812_173823,77805.715143732,14.0,10.016158994403668
77806.665844705,113,0.562888,1.064721,0.871849,0.002755,0.18608,3.018184,run_tableB_20250812_173628/frames/trial_0113_20250812_173824,77806.675340686,16.0,9.495980993960984
77807.523506227,114,1.157846,1.454214,1.267172,0.002906,0.181411,3.428525,run_tableB_20250812_173628/frames/trial_0114_20250812_173825,77807.530755234,17.0,7.249007001519203
77808.40640418,115,1.118753,1.93101,1.727267,0.003286,0.197311,2.921633,run_tableB_20250812_173628/frames/trial_0115_20250812_173825,77808.415331963,12.0,8.927782997488976
77809.192500421,116,1.089878,1.878632,1.64937,0.002585,0.224031,2.915431,run_tableB_20250812_173628/frames/trial_0116_20250812_173826,77809.200626617,15.0,8.126196000375785
77810.089027635,117,0.966116,1.667334,1.530698,0.002414,0.131087,2.985472,run_tableB_20250812_173628/frames/trial_0117_20250812_173827,77810.095929499,7.0,6.901864006067626
77810.890238689,118,0.709644,1.716036,1.185569,0.002745,0.525067,2.760008,run_tableB_20250812_173628/frames/trial_0118_20250812_173828,77810.900204724,10.0,9.96603500971105
77811.746208411,119,2.066665,1.838546,1.668687,0.002985,0.163798,2.94171,run_tableB_20250812_173628/frames/trial_0119_20250812_173829,77811.755358863,9.0,9.150451995083133
77812.538103072,120,1.500641,1.837644,1.691219,0.003146,0.140444,5.492254,run_tableB_20250812_173628/frames/trial_0120_20250812_173830,77812.545721013,10.0,7.617940995260142
77813.290871732,121,0.78223,1.986935,1.42002,0.00552,0.557067,2.98975,run_tableB_20250812_173628/frames/trial_0121_20250812_173830,77813.300209927,14.0,9.338194999145344
77814.001083041,122,1.554442,1.790706,1.540687,0.003496,0.242997,3.00589,run_tableB_20250812_173628/frames/trial_0122_20250812_173831,77814.010289177,8.0,9.20613599009812
77817.131305851,125,1.119444,1.864605,1.719262,0.003086,0.139152,2.877359,run_tableB_20250812_173628/frames/trial_0125_20250812_173834,77817.140443639,11.0,9.137788001680748
