# Logging started at 2025-07-24 14:24:49
# Device: crockett
# Baud Rate: 115200
# Method: raw
# Frequency: 2000
# Threshold: 65
# Pd Delay: 3
# Output Method: aux_speaker

1753381489.9946904, 21 ms
1753381492.1386728, 10 ms
1753381493.1066852, 14 ms
1753381494.0546625, 9 ms
1753381495.9386275, 10 ms
1753381497.3396628, 9 ms
1753381497.8291824, 9 ms
1753381498.255701, 11 ms
1753381498.695674, 7 ms
1753381500.0041735, 8 ms
1753381501.000152, 11 ms
1753381501.485182, 12 ms
1753381501.9521513, 12 ms
1753381502.82116, 12 ms
1753381503.3546698, 10 ms
1753381504.3946447, 14 ms
1753381504.8906422, 12 ms
1753381505.3921592, 12 ms
1753381506.5651777, 15 ms
1753381507.0756857, 13 ms
1753381508.0946825, 14 ms
1753381508.549628, 11 ms
1753381509.0051289, 8 ms
1753381509.4531503, 9 ms
