# Logging started at 2025-07-24 12:51:03
# Device: crockett
# Baud Rate: 115200
# Method: raw
# Frequency: 2000
# Threshold: 25
# Pd Delay: 3
# Output Method: aux_direct

1753375864.576611, 15 ms
1753375865.2700915, 11 ms
1753375865.8181105, 12 ms
1753375866.3311737, 12 ms
1753375866.810081, 10 ms
1753375867.2900956, 12 ms
1753375867.7406166, 8 ms
1753375868.22317, 6 ms
1753375868.6871984, 8 ms
1753375869.1711667, 11 ms
1753375869.6431735, 9 ms
1753375870.087191, 9 ms
1753375870.5806062, 10 ms
1753375871.051193, 7 ms
1753375871.4951608, 8 ms
1753375871.951166, 6 ms
1753375872.4086082, 9 ms
1753375872.8551762, 11 ms
1753375873.2911856, 15 ms
1753375873.721767, 7 ms
1753375874.1580956, 10 ms
1753375874.602054, 11 ms
1753375875.0260575, 9 ms
1753375875.4460723, 9 ms
1753375875.896593, 5 ms
1753375876.3365576, 9 ms
1753375876.7445812, 13 ms
1753375877.1445618, 11 ms
1753375877.542082, 9 ms
1753375877.9525828, 11 ms
1753375878.3391728, 7 ms
1753375878.754102, 5 ms
1753375879.1621041, 7 ms
1753375879.5781262, 10 ms
1753375879.9992018, 9 ms
1753375880.4205759, 13 ms
1753375880.800574, 7 ms
1753375881.2165928, 10 ms
1753375881.6245813, 13 ms
1753375882.003186, 10 ms
