record_time_perf,tap_number,frame_age_ms,t_read_total_ms,t_frameacq_ms,t_getts_ms,t_frameconv_ms,detect_time_ms,frames_folder
3321.688310652,182,1.802236,1.919066,1.73507,0.007304,0.172424,3.615862,run_tableB_20250811_132829/frames/trial_0182_20250811_133139
3322.640570381,183,0.336161,1.819479,1.574178,0.003647,0.217639,5.242739,run_tableB_20250811_132829/frames/trial_0183_20250811_133140
3323.517181327,184,0.932171,1.532399,1.290555,0.005751,0.231806,3.585786,run_tableB_20250811_132829/frames/trial_0184_20250811_133141
3324.446209807,185,1.086431,1.716515,1.456275,0.004188,0.253527,3.306062,run_tableB_20250811_132829/frames/trial_0185_20250811_133142
3325.404846672,186,0.277,1.743706,1.584456,0.003877,0.150734,3.199871,run_tableB_20250811_132829/frames/trial_0186_20250811_133143
3326.410233526,187,0.964752,1.926179,1.661641,0.004158,0.25535,4.143563,run_tableB_20250811_132829/frames/trial_0187_20250811_133144
3327.351589973,188,0.443062,1.889199,1.599144,0.007114,0.27708,3.454921,run_tableB_20250811_132829/frames/trial_0188_20250811_133145
3328.299541392,189,1.913284,1.827653,1.643497,0.003367,0.177774,3.71015,run_tableB_20250811_132829/frames/trial_0189_20250811_133146
3329.21713353,190,1.272772,1.55966,1.368561,0.00538,0.181862,4.122004,run_tableB_20250811_132829/frames/trial_0190_20250811_133147
3330.124363873,191,1.237245,1.544661,1.274795,0.004288,0.262743,5.072088,run_tableB_20250811_132829/frames/trial_0191_20250811_133148
3331.066414033,192,1.637706,1.670769,1.444002,0.00524,0.219202,4.127664,run_tableB_20250811_132829/frames/trial_0192_20250811_133148
3332.048761519,193,2.178071,1.696327,1.555341,0.004218,0.133431,3.551422,run_tableB_20250811_132829/frames/trial_0193_20250811_133149
3332.951566437,194,0.271961,1.624202,1.439604,0.005681,0.17546,3.727063,run_tableB_20250811_132829/frames/trial_0194_20250811_133150
3333.866256934,195,1.23493,1.706486,1.504477,0.005039,0.192341,3.684752,run_tableB_20250811_132829/frames/trial_0195_20250811_133151
3334.729740545,196,0.525838,1.353202,1.21888,0.003967,0.127079,3.568363,run_tableB_20250811_132829/frames/trial_0196_20250811_133152
3335.647984754,197,0.10127,1.838735,1.594195,0.004879,0.235442,4.402191,run_tableB_20250811_132829/frames/trial_0197_20250811_133153
